State_name,County_name,avgAQI_o3,avgAQI_co,avgAQI_no2,avgAQI_so2,avgAQI_pm25,Population,Log_Population,Temperature,Wind,RH
Kentucky,Simpson,39.50416667,,,,,18108,4.257870486,59.97318444,95.8168095,
Kentucky,Trigg,36.80780781,,,,,14444,4.15968748,,,
Kentucky,Warren,38.11065574,,,,32.78378378,128845,5.11006757,,,
Kentucky,Washington,37.72268908,,,,,12126,4.083717564,,,
Louisiana,Ascension,36.0661157,,13.41260745,,,122948,5.089721468,,75.04115665,
Louisiana,Bossier,,,,1.480113636,,127634,5.10596638,,,
Louisiana,Caddo,,,,,42.15315315,246581,5.39195961,,,
Louisiana,Calcasieu,33.39285714,,11.9025788,2.445205479,31.46610169,202445,5.306307055,,,
Louisiana,East Baton Rouge,34.78256881,3.025641026,11.75857339,2.613220816,31.12121212,446268,5.649595747,70.34153653,82.04930087,72.81710479
Louisiana,Iberville,36.06911142,,8.219444444,,33.12280702,33027,4.518869126,,,
Louisiana,Jefferson,,,15.11780822,,31.06432749,439036,5.642500133,,,
Louisiana,Lafayette,36.47107438,,,,32.51785714,242485,5.384684879,,,
Louisiana,Lafourche,33.8739726,,,,,98426,4.993109836,,,
Louisiana,Livingston,36.25284091,,4.872159091,,,138228,5.140596024,,,
Louisiana,Orleans,,8.175438596,21.59178082,,32.8852459,393292,5.594715112,,,
Louisiana,Ouachita,32.96164384,,,,32.22413793,155874,5.19277368,,,
Louisiana,Pointe Coupee,33.62465753,,,,,22268,4.347681213,,,
Louisiana,Rapides,,,,,32.69158879,131648,5.119414266,,,
Louisiana,St. Bernard,36.06868132,,,5.801652893,33.31578947,46202,4.664660776,,,
Louisiana,St. Charles,,,,7.849431818,,52749,4.722214231,,,
Louisiana,St. James,31.01643836,,,2.357142857,,21367,4.32974355,,,
Louisiana,St. John the Baptist,34.24109589,,,,,43441,4.637899814,71.31543703,,
Louisiana,St. Martin,36.94301994,,,,,54171,4.733766853,,,
Louisiana,St. Tammany,35.43681319,,,,,256327,5.408794355,,,
Louisiana,Tangipahoa,,,,,32.6754386,132497,5.122206045,,,
Louisiana,Terrebonne,,,,,30.55,112086,5.049551371,,,
Louisiana,West Baton Rouge,34.86871508,,18.13544669,4.446002805,37.10335196,26265,4.419377405,,,
Maine,Androscoggin,,,,,25.35,107651,5.032018068,,,
Maine,Aroostook,31.3553719,,,,21.76576577,67653,4.83028706,,,
Maine,Cumberland,32.24793388,3.747945205,18.41643836,3.764383562,29.61403509,292500,5.46612587,45.16009789,,83.3431105
Maine,Franklin,,,,,23.51724138,29988,4.476947502,,,
Maine,Hancock,37.84424779,1.510144928,,0.005830904,15.51376147,54497,4.736372596,45.73966614,102.7660509,73.72195519
Maine,Kennebec,36.27160494,,7.41322314,1.027700831,24.29310345,121821,5.08572216,,,
Maine,Oxford,34.0260223,,,,25.94915254,57439,4.75920687,,,
Maine,Penobscot,33.63106796,,,,23.5942029,151957,5.181720711,,109.8910121,
Maine,Washington,34.0656304,,,,,31593,4.499590867,,,
Maine,York,35.95049505,,,,,204191,5.310036596,,,
Maryland,Allegany,,,,22.00140845,,71615,4.855003996,,,
Maryland,Baltimore,41.89377289,2.929971989,24.4,1.214925373,31.92857143,832468,5.920367548,56.80479683,104.6722335,63.24738805
Maryland,Calvert,43.5186722,,,,,91502,4.961430587,,,
Maryland,Carroll,43.09756098,,,,,167781,5.224742779,54.40874529,109.9597213,64.78910064
Maryland,Cecil,44.14227642,,,,,102746,5.011764923,54.98341934,106.3595382,65.95780005
Maryland,Charles,44.44855967,,,,,159700,5.203304916,,,
Maryland,Dorchester,38.14088398,1.71875,,0.142857143,,32162,4.507343048,57.96611218,93.62548209,68.46562771
Maryland,Frederick,44.08130081,,,,,252022,5.401438454,,,
Maryland,Garrett,39.94382022,1.436046512,2.867768595,1.028490028,,29233,4.465873387,48.37915725,113.6947754,72.73678306
Maryland,Harford,43.15447154,,,,,252160,5.401676196,55.55305967,103.9435558,66.30525405
Maryland,Howard,,4.166666667,26.82997118,,,321113,5.506657888,56.78727327,84.5688279,64.63860251
Maryland,Kent,43.46530612,,,,,19384,4.287443401,56.04777226,95.79387984,67.45470884
Maryland,Montgomery,40.8852459,,,,,1058810,6.024818034,55.78752731,97.52064241,65.79068395
Maryland,Prince George's,38.91157895,2.792243767,13.76519337,0.246887967,27.19166667,912756,5.960354696,57.03631554,94.10379711,65.42528905
Maryland,Washington,42.08536585,,,,,150578,5.177761524,55.28612268,102.6190998,63.45554397
Maryland,Baltimore (City),40.90204082,,24.73314607,,31.68817204,611648,5.78650156,,,
Massachusetts,Barnstable,38.67231638,,,,,213444,5.329283951,51.62811601,,69.04800293
Massachusetts,Berkshire,,,,,24.16,126313,5.10144805,,,
Massachusetts,Bristol,37.11032532,,,1.085399449,21.41818182,561483,5.749336612,52.11396303,,68.76914288
Massachusetts,Dukes,38.25966851,,,,,17325,4.238673243,,,
Massachusetts,Essex,35.3176362,2.266467066,8.825068871,,20.80090498,785205,5.894983056,50.91069309,,70.73232519
Massachusetts,Franklin,33.04407713,,,,24.48598131,70702,4.849431699,54.99294312,,73.15446334
Massachusetts,Hampden,36.50958904,3.122252747,16.89944134,0.717451524,23.0412844,469818,5.671929652,50.64585611,,64.26851977
Massachusetts,Hampshire,37.78512397,,4.711111111,0.324929972,,161834,5.209069769,49.14525736,,72.59914498
Massachusetts,Middlesex,34.05833333,,,,,1602947,6.204919163,,,
Massachusetts,Norfolk,38.8443804,,8.53038674,,,700322,5.84529777,51.68171441,,70.14798716
Massachusetts,Plymouth,35.42618384,,,,23.43589744,515142,5.71192696,,,
Massachusetts,Suffolk,31.72328767,3.770083102,22.8910434,0.504109589,27.18042813,797939,5.901969692,53.58134566,103.5493766,62.39318804
Massachusetts,Worcester,35.46324549,3.978082192,21.76438356,1.016438356,24.24166667,826116,5.917041034,49.56837609,,69.58679824
Michigan,Allegan,43.43495935,,,,29.81355932,116447,5.066128304,51.07183344,100.2433338,
Michigan,Bay,,,,,27.40833333,104239,5.018030236,49.61727411,98.51086214,
Michigan,Benzie,39.39837398,,,,,17573,4.244845909,,,
Michigan,Berrien,42.2398374,,,,31.6,154259,5.188250512,51.97640752,100.5422605,
Michigan,Chippewa,31.06086957,,,,23.78571429,37711,4.576468049,47.06885482,98.85542121,
Michigan,Clinton,39.16182573,,,,,78443,4.894554195,,,
Michigan,Genesee,39.82892057,,,,29,407385,5.610005034,50.09926996,104.3007986,
Michigan,Huron,37.6122449,,,,,31280,4.495266744,47.90308217,105.8223891,
Michigan,Ingham,,,12.23123123,2.082191781,29.50420168,290186,5.462676456,51.02706472,101.0658306,
Michigan,Kalamazoo,40.71544715,,,,32.34188034,262985,5.419930978,50.89284118,98.22925977,
Michigan,Kent,37.22240527,3.197260274,,,34.26141079,648594,5.811972927,49.58852859,99.126516,64.91292235
Michigan,Lenawee,42.30612245,,,,29.97520661,98623,4.993978209,51.23828766,100.9642717,
Michigan,Macomb,39.5338809,,,,29.95867769,871375,5.940205096,51.01304597,101.6831386,70.55572123
Michigan,Manistee,37.73770492,,,,23.76271186,24427,4.387870132,47.18497123,96.20173423,
Michigan,Mason,38.43495935,,,,,29073,4.463489848,48.10569739,99.85409765,
Michigan,Missaukee,35.19726027,,2.021978022,,19.75423729,14998,4.176033349,45.652765,107.4002906,
Michigan,Monroe,,,,1.151685393,31.02586207,149649,5.175073819,52.26681556,102.8863413,
Michigan,Muskegon,42.46341463,,,,,173693,5.239782316,49.66769405,102.3230822,
Michigan,Oakland,,,,,32.33043478,1250836,6.097200372,51.54510365,102.8299478,
Michigan,Ottawa,41.90243902,,,1.98630137,,286383,5.456947234,49.9364522,98.04292206,
Michigan,St. Clair,40.6504065,,,8.181902124,32.1557377,159350,5.202352068,49.98046933,103.215425,
Michigan,Schoolcraft,33.72764228,,,,,8049,3.905741927,43.54026285,103.6036815,80.25941598
Michigan,Tuscola,35.17378917,,,,,52764,4.722337712,,,
Michigan,Washtenaw,38.88448276,,,,31.89256198,367627,5.5654074,52.25011419,100.7710673,
Michigan,Wayne,29.46468927,5.950519031,21.67111111,6.426556992,34.56981437,1753616,6.243934499,52.5415926,103.222855,67.10856428
Michigan,Wexford,35.84242424,,,,,33276,4.522131116,,,
Minnesota,Anoka,34.02131148,3.68907563,13.69863014,0.545454545,26.10169492,351373,5.545768387,,103.4741993,
Minnesota,Becker,34.53061224,,,,,34098,4.532728906,,,
Minnesota,Carlton,32.44588745,,,,,35498,4.550203885,,,
Minnesota,Crow Wing,34.52066116,,,,,64424,4.809047686,,,
Minnesota,Dakota,,3.120073327,13.09771689,1.936861653,27.18803419,421751,5.625056121,,103.1126403,
Minnesota,Goodhue,36.44489796,,,,,46304,4.665618509,,,
Minnesota,Hennepin,28.14521452,5.278082192,22.23287671,2.194366197,27.67768595,1252024,6.097612654,,103.5639851,
Minnesota,Lake,30.175,,,,,10524,4.022180839,,,
Minnesota,Lyon,36.775,,,,,25831,4.412141219,,,
Minnesota,Mille Lacs,33.91803279,,,,,25872,4.412830003,,,
Minnesota,Olmsted,36.56326531,,,,27.1512605,154930,5.190135521,,,
Minnesota,Ramsey,,3.791780822,,,29.24789916,547974,5.738759953,,,
Minnesota,Saint Louis,30.38515406,,,,20.27272727,200000,5.301029996,41.69754128,99.79099078,74.71708162
Minnesota,Scott,33.34520548,,,,26.30833333,145827,5.163837941,,,
Minnesota,Stearns,34.94605809,,,,,157822,5.198167543,,,
Minnesota,Washington,34.93415638,,,1.271232877,24.71428571,256348,5.408829933,49.0791096,,64.23253425
Minnesota,Wright,36.66938776,,,,,134286,5.128030738,,,
Mississippi,Bolivar,35.96551724,,,,,31945,4.504402892,,,
Mississippi,DeSoto,38.23577236,,,,31.75238095,178751,5.25224848,,,
Mississippi,Forrest,,,,,33.75221239,75471,4.877780104,,,
Mississippi,Grenada,,,,,30.53398058,21087,4.324014798,,,
Mississippi,Hancock,37.2406639,,,,31.13157895,47053,4.672587318,,,
Mississippi,Harrison,37.95744681,,,,31.62962963,205027,5.311811057,,,
Mississippi,Hinds,33.76480541,3.967930029,,0.592261905,35.03902439,239497,5.379300078,68.34128286,93.91632349,55.7720581
Mississippi,Jackson,38.59166667,,9.878453039,0.601173021,32.56756757,142152,5.152752974,,,
Mississippi,Lauderdale,33.05691057,,,,,76155,4.881698422,,,
Mississippi,Lee,35.7195122,,,,,84933,4.929076464,,,
Mississippi,Yalobusha,30.72905028,,,,,12497,4.09680577,,,
Missouri,Andrew,40.74796748,,,,,17555,4.244400834,,,
Missouri,Boone,40.74390244,,,,,178271,5.251080701,,,
Missouri,Callaway,39.42622951,,,,,45032,4.653521236,,,
Missouri,Cass,42.06097561,,,,,103724,5.015879257,57.08053405,94.12055163,68.21963472
Missouri,Cedar,38.83739837,,,,,14073,4.148386688,58.30938014,99.37597167,
Missouri,Clay,43.5170068,,,,,242874,5.385381025,56.63049744,97.14197361,72.293519
Missouri,Clinton,43.66260163,,,,,20554,4.312896352,,,
Missouri,Franklin,,,,3.548387097,,103330,5.014226429,,89.52533693,68.43134673
Missouri,Greene,40.85365854,,,,,289805,5.462105874,58.73504567,,64.69246576
Missouri,Iron,,,,10.20904729,,10226,4.009705788,,103.4883361,
Missouri,Jackson,,4.969187675,22.14520548,2.895890411,,698895,5.844411933,58.32565037,92.96610048,65.15055128
Missouri,Jasper,39.81300813,,,,,120217,5.079965886,,85.33644254,
Missouri,Jefferson,36.69512195,,,3.519176801,,223810,5.349879487,59.01824221,98.09023621,68.75837697
Missouri,Lincoln,42.7601626,,,,,56183,4.749604925,,94.38908826,
Missouri,Monroe,35.79063361,,2.632352941,0.714285714,,8612,3.935104021,,93.64480135,
Missouri,New Madrid,,,,1.813824885,,17582,4.245068276,,,
Missouri,Perry,44.57786885,,,,,19225,4.283866348,,96.17906389,
Missouri,Saint Charles,44.87446809,,,3.784931507,,395504,5.59715088,58.90413893,103.4791417,70.7008924
Missouri,Sainte Genevieve,44.38034188,,,,,17843,4.251467875,,91.44228046,
Missouri,Saint Louis,43.14663951,,19.16986301,2.834782609,37.8767507,996726,5.998575787,59.38857686,106.6029444,63.39779097
Missouri,Taney,38.64227642,,,,,55355,4.743156855,,104.6817639,
Missouri,St. Louis City,38.54246575,3.81424581,20.53835022,3.590659341,,308626,5.48943251,60.60029816,98.52409789,60.9991345
Montana,Fergus,41.19178082,,2.49408284,,,11291,4.052732407,44.63594433,,
Montana,Flathead,33.53982301,,,,,100000,5,40.43025804,82.47054331,
Montana,Gallatin,,,,,14.49428571,107810,5.032659046,36.79734963,98.80271217,69.72987432
Montana,Lewis and Clark,41.42036554,1.396501458,,0.215116279,29.171875,67773,4.83105671,44.17586993,92.69185873,57.11082264
Montana,Missoula,32.48245614,,,,,117441,5.069819741,,,
Montana,Phillips,32.96121884,,2.122977346,,,4119,3.614791792,44.6317078,,
Montana,Powder River,38.86111111,,2.855072464,,,1752,3.243534102,47.00053002,,
Montana,Richland,37.62674095,,2.523255814,6.206214689,,11039,4.042929733,53.31615647,,
Montana,Rosebud,38.39385475,,4.02739726,,,9248,3.966047821,47.1963905,,
Montana,Yellowstone,,,,8.883008357,,158980,5.201342493,50.41319319,,
Nebraska,Douglas,35.08056872,4.266943292,,5.529126214,36.20581655,561620,5.749442565,54.49327862,96.58625437,64.0983473
Nebraska,Hall,,,,,24.67567568,61519,4.789009267,,,
Nebraska,Knox,37.36338028,,,,,8472,3.927985947,,,
Nebraska,Lancaster,35.87445887,,,3.927113703,27.50413223,314358,5.497424517,,,
Nebraska,Scotts Bluff,,,,,29.78761062,36363,4.560659706,,,
Nebraska,Washington,,,,,27.51239669,20721,4.316410711,,,
Nevada,Churchill,45.04709141,,,,,24230,4.384353414,,,
Nevada,Clark,47.84594727,7.029106029,32.41007194,1.825842697,22.33224756,2204079,6.343227157,,99.56862804,28.40103197
Nevada,Douglas,,,,,25.54411765,48309,4.684028048,,,
Nevada,Lyon,42.68108108,,,,,54122,4.733373837,,,
Nevada,Washoe,42.75255302,5.190600522,23.9275766,0.767123288,25.36754177,460587,5.663311676,54.1014502,107.9571782,37.89499432
Nevada,White Pine,45.30494505,,,,,9592,3.98190917,50.12888608,94.58934842,42.64708228
Nevada,Carson City,44.20596206,,,,25.02465753,54745,4.73834446,,,
New Hampshire,Belknap,34.36744186,,,,19.30357143,60785,4.783796421,47.16032381,106.8771766,
New Hampshire,Cheshire,33.78116343,,,,26.11764706,75960,4.880584956,49.2298504,89.59780864,
New Hampshire,Coos,40.21454545,,,,,31634,4.50015411,54.46468442,,
New Hampshire,Grafton,31.13774105,,,,26.22222222,89386,4.951269503,46.17361385,101.0873132,
New Hampshire,Hillsborough,36.91652174,1.742937853,,0.836619718,13.48695652,409697,5.612462784,46.93481281,111.5752138,77.04104482
New Hampshire,Merrimack,33.86849315,,,1.246575342,,149216,5.173815394,49.54039361,102.5287975,
New Hampshire,Rockingham,36.63124336,1.953424658,,1.519178082,20.175,306363,5.486236314,50.69027847,110.2380091,68.36673165
New Jersey,Atlantic,37.4109589,,,0.202739726,26.00877193,269918,5.431231847,,,
New Jersey,Bergen,39.57894737,4.357541899,31.22752809,,29.86440678,948406,5.976994293,54.24005101,,58.2007285
New Jersey,Camden,37.2433281,2.191780822,22.82465753,0.64109589,34.6,510719,5.708182015,57.6465609,,56.31790338
New Jersey,Cumberland,34.5890411,,13.69315068,,,152538,5.183378048,,,
New Jersey,Essex,29.99725275,4.947802198,27.6584022,0.303030303,31.08181818,808285,5.907564519,54.93708222,101.3633513,58.35978207
New Jersey,Gloucester,40.40449438,,,,30.05309735,292206,5.465689129,,,
New Jersey,Hudson,31.08767123,5.443526171,27.8489011,0.221917808,32.55460385,691643,5.839881986,55.35664014,,59.67722618
New Jersey,Hunterdon,35.89044944,,,,,125059,5.097114952,52.63743237,,66.00173069
New Jersey,Mercer,35.6951049,,,,30.62898551,374733,5.57372194,53.74999082,,67.89998367
New Jersey,Middlesex,36.09269663,,16.31232877,,27.90833333,842798,5.925723496,,,
New Jersey,Monmouth,32.20769231,,,,,626351,5.796817775,,,
New Jersey,Morris,37.19559229,,7.35989011,0.394444444,24.5,499693,5.698703266,,,
New Jersey,Ocean,42.17490494,,,,27.503125,597943,5.776659786,,,
New Jersey,Passaic,38.42105263,,,,31.88888889,512607,5.709784532,,,
New Jersey,Union,,5.711538462,,,36.61830357,563892,5.751195933,55.70898995,,58.65075541
New Jersey,Warren,30.16483516,,21.05753425,1.213888889,29.03773585,106798,5.02856312,51.19199494,,67.39979061
New Mexico,Bernalillo,45.86197441,3.431318681,21.18356164,0.607734807,27.21428571,676773,5.830443024,59.86024624,101.7591506,34.33658177
New Mexico,Dona Ana,49.50342466,,14.88308116,,28.22105263,215579,5.333606453,65.8507008,,
New Mexico,Eddy,48.74394904,,8.603932584,,,56997,4.755851997,73.16572393,,44.84941067
New Mexico,Lea,45.69863014,,11.03287671,,18.1875,68759,4.837329552,,,
New Mexico,Rio Arriba,48.00824176,,,,,39159,4.592831593,,,
New Mexico,Sandoval,46.23013699,,,,,142507,5.153836198,,,
New Mexico,San Juan,45.65055981,,12.76051051,1.906341463,,126926,5.103550594,54.23085264,105.6049462,37.91009999
New Mexico,Santa Fe,45.29589041,,,,20.28571429,148750,5.172456974,,,
New Mexico,Taos,,,,,38.81481481,32795,4.515807635,,,
New Mexico,Valencia,45.93972603,,,,,75940,4.880470593,,,
New York,Albany,33.95316804,0.005479452,,0.261971831,25.45833333,309612,5.490817785,,,
New York,Bronx,31.60743802,0.008219178,27.48527349,1.066024759,30.94238683,1471160,6.167659908,55.95019568,102.0444626,57.29510763
New York,Chautauqua,38.54277286,,,0.310734463,25.57142857,129046,5.110744547,47.72917045,102.1395171,79.09030163
New York,Dutchess,33.31868132,,,0.030136986,,295568,5.470657413,,,
New York,Erie,36.26666667,2.224827586,19.34340659,0.384615385,29.08959538,925528,5.966389562,,61.76227566,
New York,Essex,33.26129944,,,0.061797753,15.64285714,37956,4.579280438,72.11309517,,
New York,Franklin,36.09333333,,4.847058824,1.100558659,,51116,4.708556861,,,
New York,Hamilton,35.53055556,,,0.021917808,,4485,3.651762447,43.88469462,,75.56144124
New York,Herkimer,31.98136646,,,0.04,,62240,4.794069584,,1.329513231,0
New York,Jefferson,35.3641791,,,,,114187,5.057616663,,,
New York,Kings,,,,,30.8677686,2648771,6.423044413,,,
New York,Monroe,35.82369942,3.463172805,16.50139276,,27.17721519,747642,5.873693691,51.58277874,77.37659294,66.28154674
New York,New York,30.76470588,0.005540166,,,34.22222222,1664727,6.221343023,,,
New York,Niagara,36.42023346,,,,,211328,5.324957043,,,
New York,Onondaga,34.61813187,,,0.169863014,23.13445378,465398,5.667824513,50.49437922,92.00204574,71.83061737
New York,Orange,32.39664804,,,,25.39473684,382226,5.582320226,51.31851406,,
New York,Oswego,34.45753425,,,,,118478,5.073637714,,,
New York,Putnam,35.74931129,,,0.129476584,,99323,4.997049829,,,
New York,Queens,34.62640449,4.207606973,27.934375,,29.49006623,2358582,6.37265098,56.11243924,96.33511526,
New York,Richmond,40.91603053,,,,29.35185185,479458,5.680750569,,,
New York,Rockland,35.14520548,,,,,328868,5.517021617,,,
New York,St. Lawrence,,,,15.86168741,,109623,5.039901683,,,
New York,Saratoga,34.53333333,,,,,229869,5.361480407,,,
New York,Seneca,,,,0.271708683,,34498,4.537793918,,,
New York,Steuben,33.28888889,1.915014164,,,20.45614035,96281,4.983540592,48.12956335,99.26155295,
New York,Suffolk,37.97456765,,,0.169491525,27.56779661,1492953,6.174046136,,,
New York,Tompkins,35.09116022,,,1.622222222,,104802,5.020369571,,,
New York,Wayne,37.02572347,,,,,90670,4.957463616,,,
New York,Westchester,35.60055096,,,,,980244,5.991334193,52.65818444,,70.96595298
North Carolina,Alexander,40.19230769,,,,,37286,4.571545795,,,
North Carolina,Avery,39.23297491,,,,,17536,4.243930537,,,
North Carolina,Beaufort,,,,3.583561644,,47088,4.672910245,,74.77314462,
North Carolina,Brunswick,,,,11.32328767,,130897,5.116929693,,85.7894233,
North Carolina,Buncombe,38.91463415,,,2.528409091,27.8559322,257607,5.41095766,,103.5064843,
North Carolina,Caldwell,41.98760331,,,0.222222222,,81981,4.913713212,,,
North Carolina,Carteret,35.24781341,,,,,68881,4.838099443,,,
North Carolina,Caswell,38.61570248,,,,,22646,4.354991503,,,
North Carolina,Catawba,,,,,30.74137931,157974,5.198585615,,,
North Carolina,Cumberland,40.88222698,,,,31.36538462,332546,5.521851728,,,
North Carolina,Davidson,,,,,33.49579832,165466,5.218708768,,,
North Carolina,Durham,39.97560976,,,0.268698061,30.84482759,311640,5.493653196,,,
North Carolina,Edgecombe,38.47346939,,,,,52747,4.722197764,,,
North Carolina,Forsyth,43.84281843,,14.49589041,0.488700565,29.72972973,376320,5.5755573,59.97328862,102.4366976,67.6694905
North Carolina,Graham,41.30252101,,,,,8541,3.931508722,,,
North Carolina,Granville,42.09836066,,,,,59557,4.774932813,,,
North Carolina,Guilford,43.93801653,,,,29.26229508,526953,5.721771881,,,
North Carolina,Haywood,42.22657343,,,35.45856354,,61084,4.785927468,,,
North Carolina,Jackson,45.85645933,,,,28.88695652,42973,4.633195673,,,
North Carolina,Johnston,38.34552846,,,,31.68333333,196708,5.293822023,,,
North Carolina,Lee,37.66759777,,2.366391185,0.066666667,,60430,4.781252594,62.45732898,95.52312099,71.32029046
North Carolina,Lenoir,38.91428571,,,,,56883,4.754982493,,,
North Carolina,Lincoln,41.41666667,,,,,82403,4.915943023,,,
North Carolina,Macon,33.22816901,,,,,34732,4.540729792,,,
North Carolina,Martin,37.62040816,,,0.333333333,,22789,4.357725268,,,
North Carolina,Mecklenburg,40.93617021,4.901369863,17.453125,,34.27019499,1076837,6.032149969,62.7533794,89.53638838,68.30113757
North Carolina,Mitchell,,,,,28.47747748,15072,4.178170885,,,
North Carolina,Montgomery,36.48640483,,,,,27435,4.438304965,,78.17495812,72.08855113
North Carolina,New Hanover,35.48962656,,,0.095890411,25.1,227198,5.356404504,,,
North Carolina,Person,40.40740741,,,5.48189415,,39370,4.595165415,,96.73511955,
North Carolina,Pitt,39.31707317,,,,28.35245902,179042,5.252954921,,,
North Carolina,Rockingham,41.36585366,,,1.516363636,,90949,4.958797928,,,
North Carolina,Rowan,37.60893855,,,,,140644,5.14812121,,,
North Carolina,Swain,34.95412844,,,,,14294,4.155153778,54.22409898,80.32208289,79.77582037
North Carolina,Union,42.43933054,,,,,231366,5.364299538,,,
North Carolina,Wake,37.94166667,4.290858726,14.60789845,,32.00819672,1072203,6.030277018,62.22305928,93.28973984,68.38598899
North Carolina,Yancey,45.39449541,,,,,17744,4.249051529,,,
North Dakota,Billings,37.3021978,,,1.309589041,,940,2.973127854,45.45436731,110.9318797,60.67221138
North Dakota,Burke,34.15384615,,3.534246575,3.824657534,,2131,3.32858345,40.18591695,111.1668777,66.54181823
North Dakota,Burleigh,33.10192837,2.162534435,11.43406593,2.233516484,25.1557377,95030,4.977860729,44.39067436,105.270669,64.68146894
North Dakota,Cass,30.78296703,,10.43561644,0.336986301,,177787,5.249900002,43.94406392,109.4287312,
North Dakota,Dunn,33.55487805,,4.582781457,0.74251497,,4289,3.632356046,42.6437336,107.5437033,
North Dakota,McKenzie,35.74358974,,2.6,1.387205387,,12724,4.10462366,45.04725829,102.7696798,
North Dakota,Mercer,34.22530864,,5.60522696,5.566055046,,8465,3.927626962,43.16149495,106.1289976,
North Dakota,Oliver,36.17032967,,4.614285714,3.78028169,,1940,3.28780173,43.34598531,111.4625272,
North Dakota,Stutsman,,,,2.430555556,,21087,4.324014798,41.65205479,,73.16529682
North Dakota,Ward,32.41691843,,3.150306748,0.71686747,,68946,4.838509075,43.95411901,105.7918154,
North Dakota,Williams,33.75824176,,,6.593370166,,33349,4.523082816,42.27354679,94.74466741,
Ohio,Adams,,,,3.326027397,,27726,4.442887219,,,
Ohio,Allen,42.17886179,,,0.216438356,30.73770492,103198,5.013671281,,,
Ohio,Ashtabula,41.87804878,,,1.350684932,,97807,4.990369938,,,
Ohio,Athens,,,,,26.12280702,66597,4.823454666,,,
Ohio,Belmont,,2.550684932,13.36986301,0.498630137,31.32432432,68029,4.832694087,,93.3572032,
Ohio,Butler,40.83757576,,,3.995417049,38.38504155,380604,5.580473348,,,
Ohio,Clark,41.2398374,,,0.528767123,32.47457627,134557,5.128906296,,,
Ohio,Clermont,43.80081301,,,,,204214,5.310085512,,,
Ohio,Clinton,43.35365854,,,,,42009,4.623342344,,,
Ohio,Columbiana,,,,2.326027397,,103077,5.01316177,,,
Ohio,Cuyahoga,37.9725777,4.39010989,19.38980716,3.370879121,36.28198758,1248514,6.096393417,53.26626459,98.78535384,74.99238877
Ohio,Delaware,37.82926829,,,,,200464,5.302036392,,,
Ohio,Fayette,36.79444444,,,,,28752,4.45866806,,,
Ohio,Franklin,40.70325203,3.539202201,19.0782967,0.298630137,33.68842105,1291981,6.111256127,,99.85371004,
Ohio,Gallia,,,,5.960586618,,29973,4.476730214,56.15479865,,
Ohio,Geauga,45.80894309,,,,,93918,4.972748836,,,
Ohio,Greene,40.76829268,,,,29.46551724,166752,5.222071051,,,
Ohio,Hamilton,41.18278302,4.634873323,24.73653566,2.942528736,34.54347826,813822,5.910529426,57.95139329,98.27688292,63.58334721
Ohio,Jefferson,37.03252033,,,4.217630854,34.67532468,66359,4.821899833,53.15086217,,
Ohio,Knox,39.2195122,,,,,61261,4.787184082,,,
Ohio,Lake,43.7703252,4.630136986,,1.536986301,29.27350427,230117,5.361948704,,,
Ohio,Lawrence,37.62295082,,,0.928767123,26.65486726,60249,4.779949843,,,
Ohio,Licking,39.64634146,,,,,173448,5.239169296,,,
Ohio,Lorain,39.91869919,,,,31.17391304,307924,5.48844354,,,
Ohio,Lucas,40.45663957,,,,33.76420455,430887,5.634363391,,102.7563566,
Ohio,Madison,41.55691057,,,,,44036,4.643807863,,,
Ohio,Mahoning,34.70124481,,,0.805479452,32.12429379,229796,5.361342465,,,
Ohio,Medina,41.34146341,,,,31.53153153,178371,5.251324247,,,
Ohio,Miami,41.69918699,,,,,105122,5.021693615,,,
Ohio,Montgomery,42.86178862,2.851239669,,,33.43801653,531542,5.725537586,,,
Ohio,Morgan,,,,3.421917808,,14709,4.167583148,,,
Ohio,Noble,37.53055556,,,,,14406,4.15854341,,,
Ohio,Portage,39.29387755,,,,30.22123894,162277,5.21025697,,,
Ohio,Preble,35.6,1.901369863,,0.797260274,30.30701754,41120,4.614053106,53.19456973,94.6354053,72.82296573
Ohio,Scioto,,,,2.753981329,27.58974359,75929,4.88040768,57.51780819,116.7904485,
Ohio,Stark,40.83468835,5.196132597,,,35.43933054,372542,5.571175242,,,
Ohio,Summit,39.56967213,1.215068493,,0.58839779,33.4248927,541228,5.733380256,,,
Ohio,Trumbull,40.41075269,,,,34.68292683,200380,5.301854372,,,
Ohio,Warren,44.02040816,,,,,228882,5.35961164,,,
Ohio,Washington,40.39430894,,,,,60418,4.781166345,,,
Ohio,Wood,39.5,,,,,130492,5.115583887,,,
Oklahoma,Adair,36.34647887,2.118589744,,0.772727273,,21909,4.340622555,60.61663278,96.547881,67.86625056
Oklahoma,Bryan,40.14381271,,,,,46319,4.665759175,,,
Oklahoma,Caddo,35.36283186,,,,,29173,4.464981092,65.44345235,,62.11820649
Oklahoma,Canadian,40.62569832,,12.88541667,,,139926,5.145898419,,,
Oklahoma,Cherokee,38.28014184,,,,,48888,4.689202271,61.6716494,,66.77113201
Oklahoma,Choctaw,37.67028986,,,,,14863,4.172106478,64.48956903,,66.90258624
Oklahoma,Cleveland,41.41292135,,,,,279641,5.446600847,,,
Oklahoma,Comanche,40.12121212,,,,,121526,5.084669203,,,
Oklahoma,Creek,38.91506849,,,,,71704,4.855543383,,,
